Date,Content,Followers,Negative Score,Neutral Score,Positive Score,Compound Score
2021-02-23 03:20:52,|Kennametal partnered with Microsoft to become a cloud-first company, building a resilient supply chain to serve the… https://t.co/XUyAKgIFcO|,1415,0.0,1.0,0.0,0.0
2021-02-23 03:15:06,Take your career to NEW Heights today! MCT-Train the Trainer Online Certification Training -… https://t.co/zNvWDCpjgn,811,0.0,1.0,0.0,0.0
2021-02-23 03:13:00,Ooooohhh!!! That there is a huntin birb w/@HoneyBunny939 #SoTShot #BeMorePirate @SeaOfThieves #Xbox #XboxOne… https://t.co/UG6QvREhQf,15,0.0,1.0,0.0,0.0
2021-02-23 03:10:39,#Microsoft was deemed "untrustworthy" by the US Government years ago 🤔 https://t.co/zwpMUSHzQQ,367,0.0,1.0,0.0,0.0
2021-02-23 03:09:58,|#Correction : #Microsoft didn't throw just #google under the bus, knuckling under to #European #LinkTax self-entitl… https://t.co/vyUx9szSb9|,103,0.0,1.0,0.0,0.0
2021-02-23 03:07:05,|Oracle stock jumps as investors take a new look at its cloud story || #microsoft || #microsoftsecurity https://t.co/11CnAihV70|,7585,0.0,1.0,0.0,0.0
2021-02-23 03:07:04,|Oracle stock jumps as investors take a new look at its cloud story || #microsoft || #microsoftsecurity https://t.co/eRpOBCdW3E|,7223,0.0,1.0,0.0,0.0
2021-02-23 03:01:40,Survive the island filled with zombies and use various weapons to go through the story in Dead Island #microsoft… https://t.co/mxVmJdeMQz,1680,0.286,0.714,0.0,-0.802
2021-02-23 03:01:02,|Avanade offers #Microsoft #Dynamics AX Development Services covering Mobile Apps, Integraions, ERP and CRM --&gt;… https://t.co/JQjmNPXSqk|,32,0.0,1.0,0.0,0.0
2021-02-23 03:00:02,Indigenous rangers and scientists are saving thousands of baby turtles in Australia with some help from #Microsoft… https://t.co/BuljFwKD1z,15701,0.0,0.863,0.137,0.4019
2021-02-23 03:00:01,|#Tableau 2020 A-Z:Hands-On Tableau Training For Data Science! ||  Course  

=&gt; https://t.co/j6S5KGkBwk… https://t.co/50K8MMYE5b|,275,0.0,1.0,0.0,0.0
2021-02-23 02:56:24,|Just released #azurevmwaresolution #VMware  Hands On Lab.  Deploy, network &amp; then migrate workloads to #AVS using H… https://t.co/DR9wFoZELS|,41,0.0,1.0,0.0,0.0
2021-02-23 02:55:19,Smart Download will download new shows and movies based on our interest. Users can enable the feature and set the a… https://t.co/EJEPKSdLOs,9,0.0,0.778,0.222,0.6908
2021-02-23 02:51:06,|Nextcloud 21 arrives with ten times better performance || #microsoft || #microsoftsecurity https://t.co/vQvSG5413t|,7585,0.0,0.775,0.225,0.4404
2021-02-23 02:51:05,|Nextcloud 21 arrives with ten times better performance || #microsoft || #microsoftsecurity https://t.co/nQAVtr9K8x|,7223,0.0,0.775,0.225,0.4404
2021-02-23 02:49:09,Join me starting tomorrow during Microsoft's #BlackFoundersSymposium where I'll share about The Future of Accessibi… https://t.co/393O8zcR64,68,0.0,0.761,0.239,0.5267
2021-02-23 02:48:04,With this #bethesda event next week do people think they are going to make their games #xbox exclusives? I think… https://t.co/cOcvePgM9f,2,0.0,1.0,0.0,0.0
2021-02-23 02:47:24,Engage in interesting combat with spectacular action in 1775 to fight as an assassin in Assassins Creed III… https://t.co/mfrueq5eWA,13656,0.199,0.598,0.203,0.0258
2021-02-23 02:41:45,After a 7-month program. I finished Azure ML ND. Very practical content and above all applied to real ML/AI project… https://t.co/rvCOKfJA6m,67,0.0,1.0,0.0,0.0
2021-02-23 02:41:14,|New #PowerApps Blog Post
 Use Edit in Excel in Dataverse for Teams 

https://t.co/WoSDFjCbsL
#ThatTechieGirl… https://t.co/utjKpQw48t|,548,0.0,0.824,0.176,0.4588
2021-02-23 02:39:54,The latest Idaho Technology News! #boise #Idaho https://t.co/TrKsBfu80w Thanks to @IdahoPTV #microsoft #developer,812,0.0,0.79,0.21,0.4926
2021-02-23 02:39:53,|@MagikOnes $TSNP I expected to rise 100% during the next 3 months and, with a real probability hold a price between… https://t.co/qMYu1k43pw|,114,0.0,1.0,0.0,0.0
2021-02-23 02:38:40,|The system of economy is very important for us !!!

#Microsoft #Linux #Apple #research #AI #IoT #Economics #Economy|,24,0.0,0.851,0.149,0.4532
2021-02-23 02:38:37,|We believe that one of our missions is to promote R&amp;D related to computer science and economics.

#Microsoft #Linux #Apple #Cybersecurity|,370,0.0,0.885,0.115,0.3818
2021-02-23 02:37:56,|New #PowerApps Blog Post
 Use Edit in Excel in Dataverse for Teams 

https://t.co/VgR6pMXgp9

#D365Champs… https://t.co/mdJz27Weht|,338,0.0,0.824,0.176,0.4588
2021-02-23 02:36:32,Zoom could soon take their battle with Microsoft and Google even further by launching a new email and calendar serv… https://t.co/uaKUdx1mtm,89,0.12,0.88,0.0,-0.3818
2021-02-23 02:35:02,Zoom could soon take their battle with Microsoft and Google even further by launching a new email and calendar serv… https://t.co/wDv6teKBAk,603,0.12,0.88,0.0,-0.3818
2021-02-23 02:35:02,Zoom could soon take their battle with Microsoft and Google even further by launching a new email and calendar serv… https://t.co/ftedPjw5LY,1756,0.12,0.88,0.0,-0.3818
2021-02-23 02:35:02,Zoom could soon take their battle with Microsoft and Google even further by launching a new email and calendar serv… https://t.co/i6xL0fZqaQ,21,0.12,0.88,0.0,-0.3818
2021-02-23 02:35:02,Zoom could soon take their battle with Microsoft and Google even further by launching a new email and calendar serv… https://t.co/zfzuzJIpdi,32,0.12,0.88,0.0,-0.3818
2021-02-23 02:35:02,Zoom could soon take their battle with Microsoft and Google even further by launching a new email and calendar serv… https://t.co/KLNTqHmJCb,146,0.12,0.88,0.0,-0.3818
2021-02-23 02:33:44,|Standalone Microsoft Intune and EMS Getting Price Hike — Redmond Channel Partner || #microsoft || #microsoftsecurity https://t.co/trA6y23Q55|,7585,0.0,1.0,0.0,0.0
2021-02-23 02:33:42,|Standalone Microsoft Intune and EMS Getting Price Hike — Redmond Channel Partner || #microsoft || #microsoftsecurity https://t.co/5wn3tVWaa9|,7223,0.0,1.0,0.0,0.0
2021-02-23 02:32:34,I guess BillGates got mad because he couldn’t “steal” it first . #igotthelootSteve elonmusk… https://t.co/xlTKQrXtqw,1062,0.211,0.789,0.0,-0.4939
2021-02-23 02:30:00,|Microsoft to add text predictions in Word on Windows

https://t.co/AHLsYprBLi

#Microsoft #MicrosoftWindows #MSOffice|,232,0.0,1.0,0.0,0.0
2021-02-23 02:29:45,Thank you @TyFerrell6 for creating such a powerful shirt I'm proud to wear it and to show my support to the naacp.… https://t.co/FsMFEqL1OF,29,0.0,0.561,0.439,0.9062
2021-02-23 02:24:23,|JUST IN - #Microsoft forms a coalition to "combat disinformation" online. Founding members are Adobe, Arm, BBC, Int… https://t.co/cxf1VrCr2n|,51,0.13,0.87,0.0,-0.34
2021-02-23 02:21:16,|The Chinese-affiliated APT31 threat group copied a #Microsoft Windows exploit from the Equation Group.
https://t.co/qmbj1DTXq0|,71,0.286,0.714,0.0,-0.5859
2021-02-23 02:20:00,|Udemy Free Discount - Deep Learning with Python and Keras #udemycoupon -&gt; https://t.co/tcYyweged5

#DataScience… https://t.co/UPafkQhQJC|,2209,0.0,0.798,0.202,0.5106
2021-02-23 02:18:12,|Extreme Networks Signs Deal with MLB for Analytics || #microsoft || #microsoftsecurity https://t.co/rJYQxpGoOO|,7585,0.0,1.0,0.0,0.0
2021-02-23 02:18:11,|Extreme Networks Signs Deal with MLB for Analytics || #microsoft || #microsoftsecurity https://t.co/LEEwDHAmqd|,7223,0.0,1.0,0.0,0.0
2021-02-23 02:17:15,|Guess what? 
Our #UniversalPrint integration is the first to be successfully adopted by real-world customers, even… https://t.co/rKvXmSCNwh|,3310,0.0,0.833,0.167,0.4939
2021-02-23 02:17:10,#Microsoft Patch Tuesday gaffe leads netizens to 'Microosft' typo-squatting domain https://t.co/LqO0zoXok7 #TheRegister via @SecurityNewsbot,9557,0.0,1.0,0.0,0.0
2021-02-23 02:15:00,Udemy Free Discount - Data Science Career Guide - Interview Preparation #udemycoupon -&gt; https://t.co/eXJavaJ1v5… https://t.co/5MGyc9doZo,2209,0.0,0.784,0.216,0.5106
2021-02-23 02:14:19,|"The Chinese-affiliated APT31 threat group copied a #Microsoft Windows exploit from the Equation Group.
https://t.co/zvZuplCwGb"|,29315,0.286,0.714,0.0,-0.5859
2021-02-23 02:14:18,Microsoft Word for Windows is finally getting predictive typing #Microsoft #ArtificialIntelligence #tech… https://t.co/ZjDjDY3Koy,1051,0.0,1.0,0.0,0.0
2021-02-23 02:11:14,|New #PowerApps Blog Post
 February 25th Vancouver Power Apps User Group: Integrating Apps and Flows into Power BI R… https://t.co/lyWWjdl9km|,548,0.0,1.0,0.0,0.0
2021-02-23 02:09:41,|We don’t inherit the earth from our ancestors, we borrow it from our children.
#timfranklinphotography #meguro… https://t.co/2TssjMSMVQ|,212,0.0,1.0,0.0,0.0
2021-02-23 02:09:38,|Built on trust 💪. That's the #Microsoft and #Commvault partnership. Learn more about our power to save your #data ,… https://t.co/TazNIZbX6B|,101,0.0,0.745,0.255,0.7579
2021-02-23 02:07:57,|New #PowerApps Blog Post
 February 25th Vancouver Power Apps User Group: Integrating Apps and Flows into Power BI R… https://t.co/oO55INRFCy|,338,0.0,1.0,0.0,0.0
2021-02-23 02:07:02,|About Upgrading to Java 11 for VS Code for Java || Java at Microsoft https://t.co/lw6UK2qt6i #Java #TechJunkieBlog… https://t.co/LDX3nb2TXv|,28537,0.0,1.0,0.0,0.0
2021-02-23 02:03:33,Microsoft Word is about to get an exciting upgrade you probably need https://t.co/2as09mN0Ox #microsoft #MicrosoftWord,1780,0.0,0.814,0.186,0.4939
2021-02-23 02:00:00,|The Chinese-affiliated APT31 threat group copied a #Microsoft Windows exploit from the Equation Group.
https://t.co/Va8N6uwIlp|,203555,0.286,0.714,0.0,-0.5859
2021-02-23 01:58:42,|#Commvault + #Microsoft = one powerful partnership🤝 . Learn more about how we work together to save the data, and f… https://t.co/Pz8T72E8XG|,137,0.0,0.739,0.261,0.7184
2021-02-23 01:57:13,|#Adobe, #Arm, #Intel, and #Microsoft form content authenticity coalition https://t.co/kIEeZAO2VQ|,1759,0.0,1.0,0.0,0.0
2021-02-23 01:53:03,|Our activity is ongoing.

#Linux #Microsoft #Apple #research #AI #IoT #FinTech #FemTech #WomenWhoCode #WomenInSTEM|,370,0.0,1.0,0.0,0.0
2021-02-23 01:47:09,February 2021 Patch Tuesday: #Microsoft and #Adobe fix exploited zero-days https://t.co/bCR9PgXay4 #HelpNetSecurity via @SecurityNewsbot,9557,0.188,0.812,0.0,-0.4588
2021-02-23 01:40:46,|#LAMBDA: The ultimate #Microsoft #Excel #worksheet #function --&gt;#Turing complete 👏

 https://t.co/HEfXsEPV1g|,112,0.0,1.0,0.0,0.0
2021-02-23 01:40:28,#Microsoft PM's if we didn't have access to PowerPoint https://t.co/pXrBXM7WM3,6557,0.0,1.0,0.0,0.0
2021-02-23 01:36:25,Let me add a hashtag to this tweet #WalktheWalk #TalkingSmack #BillGates #Microsoft,832,0.0,1.0,0.0,0.0
2021-02-23 01:35:02,|Accessing the Universal Print Public Preview https://t.co/L1SQVJAA8F 
#Microsoft #M365 #Azure https://t.co/HKaCiczK8T|,5965,0.0,1.0,0.0,0.0
2021-02-23 01:33:09,|Do they wait for the ambush or take a chance at running into a mini gun?
.
##airassault #anvilstation #halo… https://t.co/M1H2Y2U8e7|,172,0.118,0.784,0.098,-0.1027
2021-02-23 01:32:33,|#Microsoft is teaming up with European publishers to push for a system to make big tech platforms pay for news, rai… https://t.co/6aI4wAe1p4|,1062,0.065,0.935,0.0,-0.1027
2021-02-23 01:32:00,|#Microsoft is teaming up with European publishers to push for a system to make big tech platforms pay for news, rai… https://t.co/o7YgrAIOoI|,89904,0.065,0.935,0.0,-0.1027
2021-02-23 01:31:00,|Microsoft Word is getting text predictions next month
#microsoft #microsoftword #machinelearning #deeplearning… https://t.co/dAYJeHhB4I|,76,0.0,1.0,0.0,0.0
2021-02-23 01:30:52,Worryingly #Microsoft #Teams TV advertised hard into 1st #Lockdown - Now on every other ad now as well (?) Maybe… https://t.co/k5JrNG8rLp,2241,0.065,0.837,0.098,0.1779
2021-02-23 01:30:18,|The most anticipated email ever! 
We are looking forward to take the #LADataPlatform User Group to a new level by j… https://t.co/nQoa9lW57E|,205,0.0,1.0,0.0,0.0
2021-02-23 01:28:37,|Learn Microsoft Teams  
2 hours || 54832 students  || April 2020 release 

🆓 LINK =&gt; https://t.co/lBtjRInKNB 

#Udemy… https://t.co/pXRu5Mb25e|,1947,0.0,1.0,0.0,0.0
2021-02-23 01:28:29,|Learn Microsoft Office 365  
11 hours || 85040 students  || September 2020 release 

🆓 LINK =&gt;… https://t.co/BxcZ5xWMET|,1947,0.0,1.0,0.0,0.0
2021-02-23 01:26:02,|Built on trust 💪. That's the #Microsoft and #Commvault partnership. Learn more about our power to save your #data ,… https://t.co/jPYecibVcC|,301,0.0,0.745,0.255,0.7579
2021-02-23 01:24:33,|How to set up a VPN connection on Windows 10 
https://t.co/4n8QX8iv2u

#vpn #internet #isp #vpns #Windows10… https://t.co/yUAJdDiIdq|,602,0.0,1.0,0.0,0.0
2021-02-23 01:21:49,SOLVED!  How I fixed Xbox error code 0x80a40019 https://t.co/xyhFCm65Q6 via @YouTube #xbox #0x80a40019 #xboxone… https://t.co/vu19Ch0PNK,30,0.151,0.673,0.175,0.1091
2021-02-23 01:20:41,I am a truly amazing shitty #sysadmin and now my boss has to look at my ENORMOUS DONG every time he checks out the… https://t.co/AIZgvtb3LM,8,0.119,0.66,0.221,0.4767
2021-02-23 01:17:47,Fight in intense action battles against interesting enemies to become humanities hope in Gears of War #microsoft… https://t.co/IO0yOl0O73,13656,0.407,0.364,0.228,-0.7506
2021-02-23 01:15:01,Zoom could soon take their battle with Microsoft and Google even further by launching a new email and calendar serv… https://t.co/vZfrUJ3zri,275,0.12,0.88,0.0,-0.3818
2021-02-23 01:11:05,F--k you #Microsoft https://t.co/bRhvY3thM6,4593,0.0,1.0,0.0,0.0
2021-02-23 01:11:03,Microsoft Advertising now offers Filter Link Extensions https://t.co/QNga2WJCuW - by Carolyn Lyden #Microsoft https://t.co/qVroLH64AG,4679,0.0,1.0,0.0,0.0
2021-02-23 01:10:36,|Have you always dreamed of working from the beach? Now you can, with our #Teamworksolutions from #Microsoft. What a… https://t.co/ivOwrbMmPp|,44,0.0,1.0,0.0,0.0
2021-02-23 01:06:41,|Check out Microsoft Xbox One X Cyberpunk 2077 Limited Edition Console Bundle 1 TB https://t.co/Y22vgKRBzW

Pre-Owne… https://t.co/veNC0d7ByE|,373,0.119,0.881,0.0,-0.2263
2021-02-23 01:05:02,We're remembering highlights from the #Commvault X #Microsoft partnership ahead of #MSIgnite. Check out this… https://t.co/hKRfvuvidC,70834,0.0,1.0,0.0,0.0
2021-02-23 01:01:54,|Learn about the latest #ArtificialIntelligence breakthroughs in visual, speech, and language recognition available… https://t.co/Bx1XhuSkeX|,26,0.0,1.0,0.0,0.0
2021-02-23 01:01:50,|Thanks to the #IoT, unscheduled flight delays may soon become obsolete. Learn how Rolls-Royce is making airplane en… https://t.co/PMv4zOEb5H|,1130,0.1,0.769,0.131,0.1779
2021-02-23 01:01:30,Watch this video to learn how #MachineLearning and #Microsoft #Teams combine to provide Dior with the creative tale… https://t.co/bmKslpP7my,26,0.0,0.861,0.139,0.4404
2021-02-23 01:00:14,Create a SharePoint File Picker in React with Microsoft Graph and Fluent UI by Wim Jongeneel at #ITNEXT. #React… https://t.co/2FGXfX8PnE,160,0.0,0.896,0.104,0.2732
2021-02-23 01:00:13,|JUST IN - #Microsoft forms a coalition to "combat disinformation" online. Founding members are Adobe, Arm, BBC, Int… https://t.co/8IlMABwBAL|,1797,0.13,0.87,0.0,-0.34
2021-02-23 00:55:03,|Built on trust 💪. That's the #Microsoft and #Commvault partnership. Learn more about our power to save your #data ,… https://t.co/EMcbDF8eUq|,217,0.0,0.745,0.255,0.7579
2021-02-23 00:55:02,Some enterprise customers have added additional layers of security amid lingering concerns about built-in protectio… https://t.co/845nuOCAf2,15797,0.0,0.862,0.138,0.34
2021-02-23 00:53:06,|The Ministry of Lies is being formed...

#DefundTheBBC #Microsoft https://t.co/3GsC9SUxCu|,48,0.237,0.763,0.0,-0.4215
2021-02-23 00:48:44,|JUST IN - #Microsoft forms a coalition to "combat disinformation" online. Founding members are Adobe, Arm, BBC, Int… https://t.co/1clsxglUvC|,1634,0.13,0.87,0.0,-0.34
2021-02-23 00:47:03,|Learn how to work with Microsoft Endpoint (Configuration) Manager!
https://t.co/iqpCwOSxm9
#piesikMeBlog #windows… https://t.co/o2qJ5ELwbN|,676,0.0,1.0,0.0,0.0
2021-02-23 00:46:13,Race around as some of the best Burger King characters in wild exciting tracks to the finish in Pocketbike Racer… https://t.co/CIqK2TQvZZ,1165,0.0,0.72,0.28,0.8126
2021-02-23 00:44:22,See our latest AZ job and click to apply: Microsoft Enterprise Infrastructure Engineer/Architect - Remote -… https://t.co/3HFlW0ebFu,53,0.0,1.0,0.0,0.0
2021-02-23 00:44:20,Microsoft Teams has added some new features to ensure your workplace remains #productive. Approvals increased chann… https://t.co/kqPZXJ9hyi,100,0.0,0.761,0.239,0.5719
2021-02-23 00:43:17,|Windows 10 update improves copy-and-paste in a big way. #Microsoft
#Windows10
https://t.co/JAtNndlgtp|,1968,0.0,0.781,0.219,0.4215
2021-02-23 00:42:42,#digibyte and #Microsoft   Fair market value of #digibyte is $53.00 https://t.co/07kymsicDC,1247,0.0,0.657,0.343,0.5719
2021-02-23 00:42:36,|The panic continues to increase daily. 👇👇

JUST IN - #Microsoft forms a coalition to "combat disinformation" online… https://t.co/Atg3jhlulA|,121,0.259,0.636,0.105,-0.5267
2021-02-23 00:42:35,|#Microsoft bought #Bethesda, now there's a fire under Bethesda's ass as it would seem.

https://t.co/Mu9FCZ4eW7|,4043,0.33,0.67,0.0,-0.7096
2021-02-23 00:40:34,@LornaMarieDavid I excel at Excel.  #Microsoft,2123,0.0,0.333,0.667,0.7184
2021-02-23 00:39:15,#Microsoft believes in a mature view of risk analytics and security. Check out this infographic to learn more and c… https://t.co/BeszlNNwJq,39,0.086,0.7,0.214,0.4767
2021-02-23 00:38:47,#Microsoft believes in a mature view of risk analytics and security. Check out this infographic to learn more and c… https://t.co/5KElwBMSRd,180,0.086,0.7,0.214,0.4767
2021-02-23 00:38:28,|Discover how #Microsoft technology is used to analyze young Braylon O'Neill's gait mechanics, enabling him to do mo… https://t.co/XgcLqcxdZr|,33,0.0,1.0,0.0,0.0
2021-02-23 00:37:55,Watch how video #analytics powered by #Microsoft is helping Kroger obtain actionable insights to improve #retail op… https://t.co/X7oEMsMem7,1136,0.0,0.758,0.242,0.6249
2021-02-23 00:37:39,Discover the power of automated processes and personalized solutions. Learn how #Microsoft Dynamics 365 Customer Se… https://t.co/RsetaUqxye,282,0.0,0.798,0.202,0.4215
2021-02-23 00:37:02,|New Visual Studio Code Extensions for Java Developers: Maven, Tomcat, and Checkstyle || Java at Microsoft… https://t.co/PCSguQ9vuy|,28537,0.0,1.0,0.0,0.0
2021-02-23 00:36:18,Help your recruiter make the best choices by arming them with #MachineLearning and #Microsoft #Teams. Follow AMC Mo… https://t.co/yEXnHplCaZ,697,0.0,0.711,0.289,0.7845
2021-02-23 00:36:14,Microsoft #Azure helped Jabil harness the power of agility of predictive analytics and create the factory of the fu… https://t.co/9zn8AO4xub,34,0.0,0.9,0.1,0.2732
2021-02-23 00:36:08,Microsoft #Azure helped Jabil harness the power of agility of predictive analytics and create the factory of the fu… https://t.co/25TCMCeoNI,59,0.0,0.9,0.1,0.2732
2021-02-23 00:36:06,Identify your threats with #Microsoft Advanced Threat Protection. Let's review the four key areas of intelligent se… https://t.co/yDImrxQgIb,135,0.246,0.556,0.198,-0.296
2021-02-23 00:36:03,Watch this case study to learn how Providence St. Joseph Health is giving its patients best-in-class call center ex… https://t.co/SIDkYfWFkG,3633,0.0,0.888,0.112,0.34
2021-02-23 00:35:48,#Microsoft believes in a mature view of risk analytics and security. Check out this infographic to learn more and c… https://t.co/SDstA3KqNw,214,0.086,0.7,0.214,0.4767
2021-02-23 00:35:36,The average cost of a data breach is $3.6 million. Is your company prepared to deal with the aftermath of a cyberat… https://t.co/JNQYnTOTMh,1451,0.0,0.913,0.087,0.2263
2021-02-23 00:30:15,New #Research Note Alert: @Microsoft’s 3 New Versions of Office Aim to Meet Customers Where They Are… https://t.co/xQpUhByrK5,101536,0.0,0.879,0.121,0.296
2021-02-23 00:30:03,#Microsoft unveils first .NET 6 preview https://t.co/zu6YAM8udm,240,0.0,1.0,0.0,0.0
2021-02-23 00:26:22,|Listening, empathizing, and comprehending have the power to make the world equitable and inclusive.

Join us for… https://t.co/RmcwH3fcyL|,934,0.0,0.885,0.115,0.296
2021-02-23 00:23:41,|Experiencing Data Latency Issue in Azure portal for Log Analytics - 02/23 - Investigating
https://t.co/V6yD3WrtkD #Microsoft|,355,0.0,1.0,0.0,0.0
2021-02-23 00:23:41,|You Own M365, Now What? [M365 Meetup for Government]
https://t.co/3bKgN3kWd6 #Microsoft|,355,0.0,1.0,0.0,0.0
2021-02-23 00:21:33,Six days ago I went go into #Windows10 "Storage Setting" &gt; "Apps and Features" and uninstalled #Microsoft #Edge bro… https://t.co/1FJlZZMGm9,2570,0.0,1.0,0.0,0.0
2021-02-23 00:20:33,|JUST IN - #Microsoft forms a coalition to "combat disinformation" online. Founding members are Adobe, Arm, BBC, Int… https://t.co/aMa28gYrB7|,3565,0.13,0.87,0.0,-0.34
2021-02-23 00:16:21,Using rules in Outlook will increase your productivity https://t.co/KjjWKKBPbY #microsoft #tips,104,0.0,0.813,0.187,0.3182
2021-02-23 00:15:05,#Microsoft is one of our new OVERLORDS! The founding fathers are TURNING IN THEIR GRAVES!,12,0.201,0.799,0.0,-0.5449
2021-02-23 00:14:06,|Just now !  #Microsoft forms a coalition to "combat disinformation" online. Founding members are Adobe, Arm, BBC, I… https://t.co/4UYJs6RPRq|,15415,0.144,0.856,0.0,-0.4003
2021-02-23 00:14:02,#Windows 10 gains a very handy #clipboard feature in this latest preview update https://t.co/YYYGEcyn6H #Microsoft… https://t.co/ZCnKErHkBf,2995,0.0,0.854,0.146,0.34
2021-02-23 00:12:24,|JUST IN - #Microsoft forms a coalition to "combat disinformation" online. Founding members are Adobe, Arm, BBC, Int… https://t.co/h4ZI9ASn2e|,409298,0.13,0.87,0.0,-0.34
2021-02-23 00:11:44,|From mobility apps to #Office365 productivity tools to collaboration apps to #PowerBI analytics, #Microsoft #Teams… https://t.co/7r4qo8M6Og|,333,0.0,1.0,0.0,0.0
